CONCEPT,POLARITY
return_work,positive
returning_home,positive
retweet,positive
retype,positive
reunion,positive
reunion_concert,positive
reunion_dinner,positive
reunion_weekend,positive
reunite,positive
reusable,positive
reuse,positive
reuse_oil,negative
reuters,negative
rev_fr,positive
revaccination,positive
revaluation,negative
revalue,negative
revamp,positive
revanchism,positive
revanchist,positive
reveal,positive
reveal_confidential,positive
reveal_truth,positive
revealer,negative
revealing,positive
revealing_confidential,positive
revel,negative
revelation,negative
revelatory,positive
reveler,positive
reveller,positive
revelry,negative
revenge,negative
revenge_fantasy,positive
revenge_thriller,negative
revengeful,negative
revengefully,negative
revenue,positive
revenue_agency_ccra,positive
revenue_earner,positive
revenue_sharing_deal,positive
revenue_stream,positive
revenue_totaled_billion,positive
revenue_totaled_million,positive
reverberance,positive
reverberant,negative
reverberating,negative
reverberation,negative
reverberative,negative
revere,positive
reverence,positive
reverend,positive
reverent,positive
reverential,positive
reverentially,positive
reverently,positive
reverie,positive
reversal,negative
reverse,positive
reverse_direction,positive
reverse_dunk,negative
reverse_layup,negative
reverse_osmosis_desalination,positive
reverse_slope,negative
reversi,positive
reversible,positive
reversible_birth_control,negative
reversible_error,positive
reversibly,positive
reversion,negative
reversionary_interest,positive
revert,negative
revery,positive
revetment,positive
revictimization,negative
review,positive
review_book,positive
review_material,negative
review_note,positive
reviewer,positive
revile,negative
revilement,negative
revisal,positive
revise,negative
revised_edition,negative
revision,negative
revisionist,negative
revisit,positive
revitalise,positive
revitalization,positive
revitalize,positive
revival,positive
revival_architecture,positive
revival_meeting,positive
revival_style,negative
revive,positive
revive_economic_growth,positive
revivify,positive
revocable,positive
revocable_trust,positive
revocation,negative
revocation_key_subpacket,positive
revoke,negative
revoked_license,negative
revold,positive
revolt,negative
revolt_against,negative
revolting,negative
revolting_against,positive
revoltingly,negative
revolts_against,positive
revolution,positive
revolutionary,negative
revolutionary_agitation,negative
revolutionary_ferment,positive
revolutionary_fervor,positive
revolutionary_girl_utena,positive
revolutionary_ideology,positive
revolutionary_movement,negative
revolutionary_proletariat,negative
revolutionary_propaganda,negative
revolutionary_socialism,negative
revolutionary_spirit,positive
revolutionary_upsurge,positive
revolutionary_zeal,positive
revolutionist,negative
revolutionize,negative
revolve,positive
revolver,negative
revolving,positive
revolymer,positive
revox,positive
revox_tape,positive
revulsion,negative
revulsion_against,negative
revver,positive
revving_up,positive
reward,positive
rewarding,positive
rewarding_career,positive
rewarding_experience,positive
rewarding_stimulus,positive
rewind,negative
rewind_knob,negative
rewoven,positive
rexhep,positive
rexx,positive
rf_amplifier,positive
rf_modulator,positive
rf_output,positive
rf_spectrum,positive
rfc_intro,positive
rformisme,positive
rgb_color,positive
rgb_color_model,positive
rgb_color_space,positive
rgb_red,positive
rgba,positive
rgba_color,positive
rh_negative,positive
rh_positive,positive
rh_positive_blood,positive
rhamnaceae,positive
rhapsodic,positive
rhapsody,positive
rheological,positive
rheometer,negative
rhessi,positive
rhesus_macaque,positive
rhesus_monkey,positive
rhetoric,positive
rhetorical,negative
rhetorical_criticism,positive
rhetorical_device,positive
rhetorical_question,negative
rhetorical_skill,positive
rhetorical_strategy,positive
rhetorical_style,negative
rhetorical_theory,positive
rheum,negative
rheumatic,negative
rheumatic_heart_disease,positive
rheumatism,negative
rheumatoid,negative
rheumatoid_arthritis,negative
rhineland,positive
rhinestone,positive
rhinitis,negative
rhino,positive
rhinoceros_beetle,positive
rhinoplasty,positive
rhinorrhea,negative
rhinoscopy,positive
rhinostenosis,negative
rhizoctinia_disease,negative
rhizoctonia_solani,negative
rhizopogon,negative
rhizotomy,negative
rhodian,negative
rhodium,negative
rhodopteriana,negative
rhodri_marsden,negative
rhombic,positive
rhombic_dodecahedron,positive
rhombic_triacontahedron,positive
rhombicosidodecahedron,positive
rhombicuboctahedron,positive
rhombus,positive
rhotic,positive
rhubarb,positive
rhumba,positive
rhyme,positive
rhymed_prose,negative
rhyming_slang,negative
rhythm,positive
rhythm_disturbance,negative
rhythm_guitar,positive
rhythm_guitarist,negative
rhythm_section,positive
rhythmic,positive
rhythmic_drive,negative
rhythmic_precision,negative
rhythmic_structure,negative
rhythmical,negative
rhythmically_complex,negative
rhythmicity,negative
rhytidectomy,positive
rib,negative
rib-tickling,positive
rib_cage,negative
rib_cartilage,positive
rib_eye,negative
rib_eye_steak,positive
rib_knit,negative
ribald,negative
ribaldry,negative
riband,negative
ribavirin,negative
ribbed,negative
ribbed_cotton,negative
ribbon,positive
ribbon_cable,positive
ribbon_cutting_ceremony,positive
ribcage,positive
ribulose,negative
ricasso,negative
rice,positive
rice_beer,positive
rice_bran,positive
rice_cereal,positive
rice_husk,positive
rice_noodle,negative
rice_rat,negative
rice_vermicelli,negative
rice_vinegar,negative
rice_wine_vinegar,positive
ricercare,positive
rich,positive
rich_alluvial_soil,positive
rich_aroma,positive
rich_array,positive
rich_buckler,positive
rich_cultural_diversity,positive
rich_cultural_heritage,positive
rich_diversity,positive
rich_edson,negative
rich_farmland,positive
rich_grassland,negative
rich_heritage,positive
rich_house,positive
rich_peatland,positive
rich_person,positive
rich_quick,positive
rich_swann,negative
rich_tapestry,positive
richardsonian_romanesque,positive
richardsonian_romanesque_style,positive
riche_en,positive
richer,positive
riches,positive
richest_man,positive
richest_men,positive
richest_woman,positive
richie_barnett,positive
richly,positive
richly_comic,negative
richly_deserve,positive
richly_diverse,positive
richness,positive
rickettsia_conorii,positive
rickettsia_prowazekii,negative
rickettsia_rickettsii,positive
rickettsial_disease,negative
rickettsialpox,negative
rickettsiosis,negative
rickety,negative
rickety_old,negative
rickinghall,positive
rickshaw,negative
rickshaw_driver,negative
rico_conspiracy,negative
rico_petrocelli,negative
ricochet,positive
ricochet_off,positive
ricocheted,positive
ricochets_off,positive
ricotta_cheese,positive
ricotta_cheesecake,positive
rictus_grin,positive
rid,positive
rid_of,negative
riddle,positive
riddled_with,negative
ride,positive
ride_airplane,positive
ride_barb,positive
ride_bicycle,negative
ride_bicycle_work,positive
ride_bus,positive
ride_car,positive
ride_comfort,negative
ride_horse,positive
ride_motorbike,negative
ride_roller_coaster,negative
ride_subway,positive
ride_train,positive
ride_work,positive
rideable,negative
rider,positive
rider_kick,positive
ridge,positive
ridge_tillage,positive
ridgeback,negative
ridgelike,positive
ridicule,negative
ridiculous,negative
ridiculously,negative
ridiculously_cheap,positive
ridiculously_expensive,positive
riding_accident,negative
riding_crop,negative
riding_habit,negative
riding_horseback,positive
riding_mower,negative
riding_pillion,positive
riedell,positive
riemannian_metric,positive
rifat,positive
rife,negative
riffage,positive
riffy,positive
rifle,negative
rifle_ammunition,negative
rifle_barrel,negative
rifle_battalion,negative
rifle_cartridge,negative
rifle_fire,negative
rifle_grenade,negative
rifle_marksman,positive
rifle_marksmanship,positive
rifle_platoon,negative
rifle_range,positive
rifled_barrel,negative
rifleman,positive
riflery,positive
rift_valley_fever,negative
rift_valley_fever_rvf,negative
riftwar,positive
riftwar_cycle,positive
riftwar_saga,positive
rig,negative
rigamarole,negative
rigatoni,positive
rigaudon,positive
rigger,positive
riggu,negative
right,positive
right-down,negative
right-footed,positive
right-hand,positive
right-most,positive
right-thinking,positive
right_achilles_tendon,positive
right_analog_stick,positive
right_angle,positive
right_angled_triangle,positive
right_ankle,negative
right_arm,negative
right_atrial,positive
right_clavicle,negative
right_direction,positive
right_elbow,negative
right_fielder,positive
right_forearm,negative
right_hand,positive
right_handed_batter,positive
right_handed_pitcher,positive
right_handed_starting_pitcher,positive
right_hander,positive
right_index_finger,negative
right_injustice,negative
right_knee,negative
right_middle_finger,negative
right_mouse_click,positive
right_now,positive
right_of_way,positive
right_pane,positive
right_parietal_lobe,negative
right_rear_tire,negative
right_rear_tyre,negative
right_ring_finger,negative
right_shoulder,negative
right_shoulder_blade,negative
right_shoulder_injury,negative
right_tdr,positive
right_temporal_lobe,negative
right_testicle,positive
right_thigh,negative
right_uppercut,positive
right_ventricular,positive
right_ventricular_function,negative
right_ventricular_hypertrophy,positive
right_whale,negative
right_wing_agenda,negative
right_wing_extremism,negative
right_wing_faction,negative
right_wing_ideology,positive
right_wing_nationalist,negative
right_wrist,negative
right_wrong,positive
righteous_anger,negative
righteous_indignation,negative
righteous_judgment,positive
righteous_man,positive
righteousness,positive
rightful,positive
rightful_role,negative
rightful_ruler,negative
rightfully,positive
righting_moment,positive
rightist,negative
rightly,positive
rightmost,positive
rightside_up,positive
rightward,positive
rightwinger,negative
rigid,positive
rigid_adherence,negative
rigid_airship,positive
rigid_disciplinarian,positive
rigid_foam,positive
rigid_pavement,negative
rigidification,negative
rigidify,positive
rigidifying,negative
rigidity,negative
rigidly,negative
rigidness,negative
rigmarole,negative
rigor,positive
rigor_mortis,negative
rigorism,positive
rigorous_enforcement,negative
rigorous_evaluation,positive
rigorous_examination,negative
rigorous_intellectual,positive
rigorous_oversight,negative
rigorous_scrutiny,negative
rigorously_define,negative
rigorousness,positive
rigour,positive
rigueur,positive
rihanna,positive
rik_mayall,negative
rikers_island,positive
rikimaru,positive
rile,negative
rile_up,negative
riled_up,negative
rim,negative
rim_blackberry,positive
rim_trail,positive
rimfire,positive
rimless_cartridge,positive
rimm_tsx_rim,positive
rimowa,positive
rind,positive
rinderpest,negative
ring,positive
ring-like,positive
ring_apron,positive
ring_binder,positive
ring_disease,negative
ring_doorbell,negative
ring_finger,positive
ring_generalship,positive
ring_loudly,positive
ring_necked_pheasant,negative
ring_road,positive
ring_rot,negative
ring_shaped,positive
ring_snake,negative
ring_tailed_cat,negative
ring_tone,positive
ringbone,positive
ringed_seal,negative
ringer,negative
ringer_lactate_solution,positive
ringer_switch,negative
ringer_volume,negative
ringing,positive
ringing_phone,negative
ringing_telephone,negative
ringleader,negative
ringlet_erebia,negative
ringlike,positive
ringling_brother_barnum,positive
ringmaster,positive
ringrose,positive
ringside,positive
ringtone,negative
ringuet,positive
ringworm,negative
rink,positive
rinse,positive
rinse_dish,positive
rinse_thoroughly,positive
rinsed_off,negative
rio_carnival,positive
rio_samba,positive
rio_vista,positive
rionne_fujiwara,negative
rioport,positive
riot,negative
riot_act,positive
riot_policeman,negative
rioter,negative
riotous,negative
riotously,positive
riotously_funny,negative
rip,negative
rip-off,negative
rip-roaring,negative
rip_apart,negative
rip_cord,negative
rip_off,negative
rip_out,negative
rip_sawyer,positive
rip_up,negative
ripcord,negative
ripe,positive
ripe_apple,positive
ripe_fruit,positive
ripe_rot,negative
ripe_tomato,positive
ripem,positive
ripen,positive
ripened_into,positive
ripeness_doctrine,negative
ripoff,negative
ripoffs,negative
riposte,negative
ripped,positive
rippling,negative
riri,positive
rise,positive
rise_plant,positive
rise_up,positive
rise_water,positive
risible,negative
rising,positive
rising_anti_semitism,negative
rising_demand,negative
rising_discontent,negative
rising_factorial,positive
rising_incidence,negative
rising_intonation,positive
rising_magma,negative
rising_star_award,positive
rising_tension,negative
rising_unemployment,negative
risk,negative
risk_assessment,positive
risk_aversion,negative
risk_management,positive
risk_mitigation,positive
risk_premia,negative
risk_to_lose,negative
risky,negative
risky_sexual_behavior,negative
risotto,positive
risperidone_risperdal,negative
risqu,negative
risso_dolphin,negative
rite,positive
rite_aid,positive
ritonavir,negative
ritonavir_norvir,negative
ritornello,positive
ritu_kumar,negative
ritual,positive
ritual_burial,negative
ritual_cannibalism,negative
ritual_dance,positive
ritual_humiliation,negative
ritual_impurity,negative
ritual_murder,negative
ritual_purification,positive
ritual_purity,negative
ritual_sacrifice,negative
ritual_significance,negative
ritual_slaughter,negative
ritualism,positive
ritualistic,positive
ritually,positive
ritually_clean,negative
ritually_impure,negative
ritually_pure,positive
ritually_sacrifice,negative
ritually_unclean,negative
ritz,negative
ritz_escoffier,positive
riva_del_garda,positive
rival,negative
rival_faction,negative
rival_gang,positive
rival_gangster,negative
rival_pepsi,positive
rivalry,negative
rivaroxaban,negative
riven,negative
river,negative
river_bank,positive
river_bed,negative
river_birch,negative
river_brue,negative
river_cam,positive
river_canyon,positive
river_drin,negative
river_empty_into,positive
river_estuary,positive
river_floodplain,positive
river_great_ouse,negative
river_greenway,positive
river_lake,negative
river_lea,negative
river_mouth,positive
river_navigable,positive
river_nene,negative
river_nile,positive
river_ouse,negative
river_parrett,negative
river_rother,negative
river_state_penitentiary,negative
river_stream,negative
river_witham,negative
riverbank_erosion,negative
riverbed,negative
riverside,positive
riverside_amusement_park,positive
riverside_drive,negative
riverview_park,positive
rivet,positive
riveted_together,positive
riveting,positive
riveting_story,positive
rivetingly,negative
rixensart,negative
riyad,positive
rizal_memorial_coliseum,positive
rkairoa,negative
rkczi_war,positive
rle,negative
rms_carpathia,negative
rnc_chairman,positive
rnid,negative
rnk_split,positive
rnli,negative
rnli_crew,negative
rnli_inshore_lifeboat,negative
rnli_lifeboat,negative
rnli_lifeboat_station,negative
rnli_station,negative
ro_wine,positive
roach,negative
road,negative
road_block,negative
road_grader,negative
road_map,positive
road_rage,negative
road_rage_incident,negative
road_sense,positive
road_sign,positive
road_test,positive
road_trip,positive
roadblock,negative
roadblock_clue,negative
roadies_voted_out,negative
roadless,negative
roadside,negative
roadside_ditch,positive
roadside_inn,positive
roadside_litter,negative
roadside_stand,negative
roadstead,negative
roadstone,negative
roadtrip,negative
roadway,positive
roadway_square,negative
roadwork,positive
roadworthy,negative
roald_dahl_fantastic,negative
roam,negative
roam_around,positive
roam_free,positive
roaming_around,positive
roan,negative
roar,negative
roaring,negative
roaring_camp,negative
roaring_crowd,positive
roaring_sound,negative
roaring_trade,negative
roast,positive
roast_beef_sandwich,positive
roast_chicken,positive
roast_dinner,positive
roast_duck,positive
roast_fowl,positive
roast_lamb,positive
roast_meat,positive
roast_pig,positive
roast_pork,positive
roast_swan,negative
roast_turkey,positive
roasted_chicken,positive
roasted_coffee,positive
roasted_corn,positive
roasted_garlic,positive
roasted_lamb,positive
roasted_malt,positive
roasted_meat,positive
roasted_pepper,positive
roasted_pork_loin,positive
roasted_squab,negative
roasted_tomato,negative
roasted_turkey,positive
roastery,positive
roasting_pan,positive
roasting_tin,positive
roasting_tray,positive
rob,negative
rob_bank,negative
rob_mariano,negative
rob_smyth,negative
robarts_library,positive
robben_island_prison,negative
robber,negative
robber_fly,positive
robbery,negative
robbery_attempt,positive
robbery_homicide,negative
robbery_suspect,positive
robbie,negative
robe,positive
robeline,negative
robertson_stadium,positive
robinia_pseudoacacia,negative
robinson,negative
robitussin,positive
robot,positive
robot_controller,positive
robot_sidekick,negative
robotic,positive
robotic_arm,positive
robotic_device,negative
robotic_exoskeleton,negative
robotic_prosthetic,negative
robotic_rover,positive
robotic_telescope,positive
robotic_vacuum,negative
robotic_vacuum_cleaner,negative
robotman,positive
robotnik,negative
robuchon,positive
robust,positive
robust_estimation,negative
robustious,negative
robustness,positive
robyn_beck_afp_getty,negative
roc,negative
roc_air_force,negative
roc_flag,negative
roc_navy,negative
rocaberti,negative
rocawear,negative
rochalimaea_quintana,negative
roche,positive
rochester_philharmonic,positive
rocinante,positive
rock,positive
rock-bottom,negative
rock-loving,negative
rock-ribbed,negative
rock_anthem,positive
rock_band,positive
rock_band_nine_inch,positive
rock_chair,negative
rock_chick,negative
rock_climb,positive
rock_climber,positive
rock_concert,positive
rock_crab,negative
rock_cress,positive
rock_cress_plant,positive
rock_crystal,positive
rock_formation,positive
rock_group,positive
rock_ledge,positive
rock_music,positive
rock_musician,positive
rock_out,positive
rock_overhang,negative
rock_phosphate,positive
rock_plant,positive
rock_quarry,negative
rock_roll,positive
rock_rose_helianthemum,negative
rock_samphire,negative
rock_star,positive
rock_strewn,negative
rock_wallaby,negative
rockabilly_singer,positive
rocker,positive
rocker_arm,negative
rocker_switch,positive
rocket,negative
rocket_barrage,negative
rocket_booster,positive
rocket_engine,positive
rocket_frog,negative
rocket_launcher,negative
rocket_motor,positive
rocket_propellant,positive
rocket_propelled_grenade,negative
rocket_propelled_grenade_rpg,negative
rocket_racer,negative
rocketship,negative
rockface,positive
rockfall,negative
rockfoil,negative
rocking_chair,positive
rocking_horse,positive
rocking_motion,positive
rocknroll,negative
rockpocket,positive
rockslide,negative
rockstar_energy,positive
rocktron,negative
rockweed,negative
rocky,negative
rocky_beach,negative
rocky_cliff,negative
rocky_coast,negative
rocky_desert,negative
rocky_hill,positive
rocky_horror_glee,positive
rocky_islet,negative
rocky_ledge,positive
rocky_mountain_front,positive
rocky_mountain_national,positive
rocky_mountain_spotted_fever,positive
rocky_outcrop,positive
rocky_planet,positive
rocky_reef,negative
rocky_ridge,positive
rocky_sharpe,positive
rocky_shore,negative
rocky_shoreline,negative
rocky_soil,negative
rococo_architecture,negative
rod,positive
rod_jetton,positive
rod_mckuen,positive
rod_serling_night,positive
rod_shaped_bacteria,negative
rod_shaped_bacterium,negative
rod_weeder,negative
roddick,negative
roddy_white,positive
rodent,negative
rodent_infestation,positive
rodeo,positive
rodeo_arena,negative
rodeo_association,positive
rodeo_circuit,positive
rodeo_cowboy,positive
rodeo_rider,positive
roderick_strong,negative
rodina_motherland,positive
rodrigo_borgia,negative
rodya,positive
roe,negative
roer_river,positive
roeselare,negative
rogue,negative
rogue_gallery,negative
rogue_planet,positive
rogue_regime,negative
roguery,negative
roguish,positive
roguishness,positive
rohypnol,negative
roidmude,negative
roil,negative
roister,positive
rojo,negative
rolandine,negative
role,negative
role_model,positive
role_play,positive
role_player,negative
roll,positive
roll_away,positive
roll_ball,negative
roll_call_vote,positive
roll_dice,positive
roll_downhill,negative
roll_off_roro,positive
roll_over,negative
roll_royce_ghost,positive
roll_royce_phantom,positive
roll_royce_silver,negative
roll_royce_silver_wraith,positive
roll_up,negative
rolled,positive
rolled_cigarette,negative
rolled_homogeneous_armour_rha,positive
rolled_onto,negative
rolled_towel,positive
roller,positive
roller-coaster,negative
roller_blade,positive
roller_coaster,positive
roller_coaster_ride,negative
roller_mill,negative
roller_rink,positive
roller_skate,positive
roller_skating,positive
roller_skating_rink,positive
rollerblade,positive
rollercoaster,positive
rollercoaster_ride,negative
rollerskate,positive
rollicking,positive
rolling,positive
rolling_downhill,negative
rolling_friction,negative
rolling_hitch,negative
rolling_mill,positive
rolling_resistance,negative
rolling_stock,positive
rolling_stone,positive
rolling_stone_critic,positive
rolling_stone_journalist,positive
rolling_stone_magazine,positive
rolling_stone_writer,positive
roly-poly,negative
rom_com,negative
rom_terminus,positive
rom_tiburtina,positive
romain_pizzi,negative
romaine_lettuce,negative
roman,positive
roman_alphabet,negative
roman_arch,positive
roman_bath_museum,positive
roman_catholic,positive
roman_catholic_cemetery,negative
roman_catholic_church,positive
roman_catholic_clergy,positive
roman_catholic_doctrine,positive
roman_catholic_hierarchy,positive
roman_catholic_priest,positive
roman_catholic_priesthood,positive
roman_catholic_theologian,negative
roman_catholic_theology,positive
roman_catholicism,positive
roman_civilization,positive
roman_cursive,negative
roman_empire,positive
roman_forum,positive
roman_glick,positive
roman_imperial,positive
roman_inquisition,negative
roman_martyr,positive
roman_nose,negative
roman_numeral,positive
roman_pontifical,negative
roman_republic,positive
roman_triumphal_arch,positive
romance,positive
romance_fiction,positive
romance_genre,positive
romance_novel,positive
romancer,positive
romanesque_architecture,positive
romanesque_building,positive
romanesque_revival,positive
romani_gypsy,negative
romanian_communist,negative
romanian_politician,positive
romantic,positive
romantic_adventure,positive
romantic_affair,positive
romantic_atmosphere,positive
romantic_attraction,positive
romantic_comedy,positive
romantic_date,positive
romantic_dinner,positive
romantic_epic,positive
romantic_fantasy,positive
romantic_fascination,positive
romantic_getaway,positive
romantic_idealism,negative
romantic_intrigue,positive
romantic_love,positive
romantic_mood,positive
romantic_nostalgia,negative
romantic_relationship,positive
romantic_rival,negative
romanticism,positive
romanticist,positive
romanticize,positive
romanticized,positive
romcom,negative
rome,positive
romema,positive
romina_power,positive
romish_church,negative
romp,positive
romped_home,negative
ronr,positive
ronse,negative
rood_loft,positive
roof,positive
roof_hatch,positive
roof_insulation,negative
roof_rack,positive
roof_spoiler,positive
roof_terrace,positive
roofer,negative
roofless,negative
rooftop,positive
rooftop_bar,positive
rooftop_deck,positive
rooftop_greenhouse,negative
rooftop_patio,positive
rooftop_pool,negative
rooftop_restaurant,negative
rooftop_terrace,positive
rook,positive
rook_pawn,positive
rookery,negative
rookie,negative
rookie_mini,positive
rookie_pitcher,positive
rool,positive
room,positive
room_air_conditioner,positive
room_amenity_include,positive
room_coffee_maker,positive
room_divider,positive
room_log_cabin,positive
room_part,positive
room_shack,negative
room_temperature,positive
roomba,negative
roomette,negative
rooming_house,positive
roommate,positive
roomy,positive
roomy_enough,positive
roomy_khan,positive
roopa,negative
roosevelt_elk,positive
rooster,positive
rooster_comb,positive
root,negative
root_canal_therapy,negative
root_cause,positive
root_climber,positive
root_directory,positive
root_evil,positive
root_on,positive
root_out,negative
root_penetration,positive
root_vegetable,positive
rootage,negative
rooter,positive
rooter_skunk,negative
rooting_out,negative
rootsy,positive
ropa_vieja,positive
ropati,positive
rope,positive
rope-like,positive
rope_tied_around,positive
rope_tow_beginner,positive
roped_into,negative
roper,positive
roper_starch_worldwide,positive
ropework,positive
roquebert,negative
rorippa,negative
rorqual,negative
rorschach_inkblot_test,negative
rory_bremner,negative
rosaceae_rose,negative
rosae,negative
rosary,positive
rose,positive
rose_cheeked,positive
rose_colored,positive
rose_petal,positive
rose_quartz,positive
rosebud,positive
rosebud_creek,positive
rosebud_indian_reservation,positive
rosebud_reservation,positive
rosebush,positive
rosedale_cemetery,negative
roseola,negative
rosette,negative
rosewood,negative
rosewood_realty_group,positive
rosicrucian,negative
rosicrucianism,negative
rosie,negative
rosilla,negative
rosiness,positive
rosita,negative
rostraria,negative
rostrata,negative
rostrum,negative
rosy,positive
rosy_faced_lovebird,positive
rosy_hue,negative
rosy_purple,negative
rosy_tint,negative
rot,negative
rot_resistant,negative
rotary_dial,positive
rotary_file,positive
rotary_hoe,negative
rotary_motion,positive
rotary_phone,positive
rotary_shutter,negative
rotate,positive
rotate_clockwise,positive
rotate_movement,positive
rotating,negative
rotating_brush,negative
rotating_clockwise,positive
rotating_cylinder,positive
rotating_disc,positive
rotating_machinery,positive
rotating_mirror,negative
rotating_shaft,positive
rotation,positive
rotational_motion,negative
rotational_transform,negative
rotational_velocity,positive
rotationally_symmetric,negative
rotator_cuff,negative
rotator_cuff_injury,negative
rotator_cuff_tear,negative
rotavirus_infection,negative
rotavirus_vaccine,negative
rote,positive
rote_memorization,positive
rote_memory,positive
rote_recitation,positive
rote_repetition,positive
rotgut,negative
roth_ira,positive
rothbard,positive
rothmund_thomson_syndrome,negative
rotifer,negative
rotisserie,positive
rotisserie_chicken,positive
rotor,positive
rotor_machine,positive
rotten,negative
rotten_egg_odor,negative
rotten_fish,negative
rotten_food,negative
rotten_fruit,negative
rotten_luck,negative
rotten_tomato,negative
rottenness,negative
rotting_away,negative
rotting_fish,negative
rotting_flesh,negative
rotting_food,negative
rotting_fruit,positive
rotting_garbage,negative
rotting_meat,negative
rotting_teeth,negative
rotting_vegetation,negative
rotund,negative
rotundifolia,positive
rotundity,negative
rough,negative
rough-and-tumble,negative
rough-cut,negative
rough_blazing_star,positive
rough_draft,positive
rough_estimate,positive
rough_game,positive
rough_grassland,negative
rough_hewn,positive
rough_legged_buzzard,negative
rough_legged_hawk,negative
rough_outline,positive
rough_pavement,positive
rough_road,negative
rough_sketch,positive
rough_sport,positive
rough_terrain,negative
rough_texture,positive
rough_translation,positive
roughage,negative
rougher,positive
rougher_surface,negative
roughhewn,negative
roughish,negative
roughly,negative
roughly_bounded_by,negative
roughly_conical,positive
roughly_cylindrical,positive
roughly_humanoid,negative
roughly_parallel,negative
roughly_perpendicular,negative
roughly_triangular,positive
roughneck,negative
roughness,negative
roughshod,negative
roulette_table,negative
roulette_wheel,positive
roulotte,positive
roum,negative
roumanian_american,positive
round,positive
round-about,negative
round-by-round,positive
round-table,negative
round_ball,positive
round_bread,positive
round_brush,negative
round_figure,positive
round_flat,positive
round_fruit,positive
round_hand,negative
round_ko,positive
round_leaved_pigface,negative
round_leaved_sundew,negative
round_leaved_sundew_drosera,negative
round_metal,positive
round_orb,positive
round_pastry,positive
round_rear_naked,negative
round_shape,positive
round_table,positive
round_technical_knockout,positive
round_tko,positive
round_top,positive
round_trip,positive
round_trip_excursion,positive
round_trip_fare,positive
round_trip_journey,positive
round_trip_ticket,positive
round_trip_transportation,positive
round_trip_travel,positive
round_white,positive
roundabout,negative
rounded,positive
rounded_rectangle,positive
rounded_shape,positive
rounded_snout,negative
rounded_tail,negative
roundedal,positive
roundhouse_kick,positive
roundleaf,negative
roundly,negative
roundness,negative
roundtable,positive
roundtable_discussion,positive
roundtail_chub,negative
roundthorn,positive
roundtrip_airfare,positive
roundtrip_ticket,positive
roundworm,negative
rouse,positive
rousing,positive
rousing_rendition,positive
rousseauian,positive
rout,positive
route,negative
route_corridor,positive
route_freeway,positive
routine,positive
routine_checkup,positive
routine_dental_care,positive
routine_immunization,positive
routine_vaccination,positive
routinely,positive
routinely_monitor,positive
routing_daemon,positive
routing_instability,negative
routing_table,negative
rouville,negative
roux,positive
rove,negative
rover,positive
rover_mission,positive
rover_robotic_arm,positive
row,negative
row_boat,negative
row_crop_production,negative
row_house,positive
row_seat,positive
rowan_atkinson,negative
rowboat,positive
rowdy,negative
rowdy_crowd,negative
rowdyism,negative
rowel,positive
rower,negative
rowhouse,positive
rowing_boat,positive
rowing_machine,positive
rowlatt_act,negative
rowlf,negative
roxburghe,positive
royal,positive
royal_absolutism,positive
royal_academy_ara,positive
royal_ascot_winner,positive
royal_assent,negative
royal_ballet,positive
royal_bodyguard,positive
royal_cartouche,positive
royal_consort,positive
royal_crescent,positive
royal_cypher,negative
royal_demesne,negative
royal_diadem,negative
royal_dynasty,positive
royal_family,positive
royal_fern,positive
royal_flush,positive
royal_game,positive
royal_household,positive
royal_insignia,negative
royal_irish_constabulary,positive
royal_leader,positive
royal_lineage,positive
royal_manticoran_navy,positive
royal_mausoleum,negative
royal_monogram,positive
royal_naval_volunteer,positive
royal_navy_officer,positive
royal_navy_volunteer,positive
royal_oak_pub,positive
royal_palace,positive
royal_patronage,positive
royal_pavilion,positive
royal_person,positive
royal_poinciana,positive
royal_prerogative,negative
royal_purple,positive
royal_regalia,negative
royal_residence,positive
royal_title,positive
royal_tomb,negative
royal_trux,positive
royal_typewriter,negative
royal_ulster_constabulary,positive
royalism,positive
royalty,positive
royalty_free,positive
royalty_pharma,positive
royalty_pharma_proposal,positive
roz_forrester,positive
rozen_maiden,positive
rpf_check,positive
rrustemi,positive
rsa_conference,negative
rsa_encryption,positive
rsa_key,negative
rsa_security_conference,negative
rsistance,negative
rspca,negative
rss_syndication,positive
rstein,positive
rsum,positive
rsv_infection,negative
rsvp_reservation_request,positive
rtai,positive
rtf_format,positive
ruanui,negative
ruapani,negative
rub,positive
rub_along,negative
rub_eye,positive
rub_hands,positive
rub_salt,negative
rub_salt_into,negative
rub_two_stick_together,positive
rubbed_salt,negative
rubbed_salt_into,negative
rubber,negative
rubber_ball,positive
rubber_band,positive
rubber_belt,negative
rubber_cement,positive
rubber_duck,positive
rubber_duckie,negative
rubber_gasket,negative
rubber_glove,negative
rubber_mallet,positive
rubber_mask,positive
rubber_outsole,negative
rubber_pad,positive
rubber_raft,positive
rubber_ring,positive
rubber_sheet,positive
rubber_sole,negative
rubber_spatula,positive
rubber_stamp,positive
rubber_stopper,positive
rubber_tire,negative
rubberband,positive
rubbermaid,positive
rubberneck,negative
rubberstamp,positive
rubbery,positive
rubbing_alcohol,positive
rubbing_salt,negative
rubbing_salt_into,negative
rubbish,negative
rubbish_bin,positive
rubbish_disposal,negative
rubbish_dump,negative
rubbish_heap,negative
rubbish_pit,negative
rubbish_strewn,negative
rubbish_tip,negative
rubbishy,negative
rubble,negative
rubdown,positive
rube,negative
rube_marquard,positive
