Tweets/Message,Matched Words,Positive Word Frequency,Negative Word Frequency,Tweet Polarity
by combining refugee resettlement and tertiary education opportunities in canada  ubc and worlduniservice has changed the lives of refugees like rhoda and clement   ,"['resettlement', 'tertiary', 'education', 'in', 'changed', 'the', 'of']",6,1,POSITIVE
the alberta government just provided a 1 billion loan and over 4 billion in loan guarantees to tc energy to build the keystone xl pipeline this came just days after the province laid off over 20000 education workers amid claims of being cashstrapped,"['the', 'government', 'just', 'billion', 'loan', 'over', 'in', 'to', 'energy', 'build', 'province', 'off', 'education', 'amid', 'of']",19,3,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
teachers and education staff have been working hard to provide flexible teaching solutions for all students as a parent i say thank youi have a deeper appreciation of the incredible work our educators do after two weeks of attempted home schooling,"['education', 'staff', 'have', 'hard', 'to', 'provide', 'flexible', 'for', 'all', 'parent', 'say', 'thank', 'deeper', 'appreciation', 'of', 'the', 'incredible', 'work', 'do', 'two', 'home']",18,5,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
what did unions give us  via smediannetworkmedium medium blog essay news politics government capitalism socialism unions labor workersrights work education america canada organizedlabor uspolitics cdnpoli ukpoli,"['give', 'via', 'medium', 'blog', 'essay', 'news', 'politics', 'government', 'capitalism', 'socialism', 'labor', 'work', 'education', 'america']",12,2,POSITIVE
what did unions give us  via smediannetworkmedium medium blog essay news politics government capitalism socialism unions labor workersrights work education america canada organizedlabor uspolitics cdnpoli ukpolihttpstcow930eunzi0,"['give', 'via', 'medium', 'blog', 'essay', 'news', 'politics', 'government', 'capitalism', 'socialism', 'labor', 'work', 'education', 'america']",12,2,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
wintercanada thejasonpugh paintermom101 mpmarilyngladu that was mr harper too they are amazingly picky about credentials they ridicule twodegree health minister hajdu even as one of their own health ministers had no postsecondary education,"['are', 'amazingly', 'ridicule', 'health', 'minister', 'one', 'of', 'own', 'education']",8,2,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
the alberta government just provided a 1 billion loan and over 4 billion in loan guarantees to tc energy to build the keystone xl pipeline this came just days after the province laid off over 20000 education workers amid claims of being cashstrapped,"['the', 'government', 'just', 'billion', 'loan', 'over', 'in', 'to', 'energy', 'build', 'province', 'off', 'education', 'amid', 'of']",19,3,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
what you need to know about sex amp covid19 rt westernsmartlab a useful covid19 fact sheet for those of you who wish to remain sexual active during the pandemic has been assembled by the sex information and education council of canada check it out ,"['need', 'to', 'know', 'sex', 'useful', 'fact', 'sheet', 'for', 'those', 'of', 'wish', 'remain', 'sexual', 'active', 'the', 'pandemic', 'information', 'education', 'council', 'check', 'out']",22,3,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
by combining refugee resettlement and tertiary education opportunities in canada  ubc and worlduniservice has changed the lives of refugees like rhoda and clement   ,"['resettlement', 'tertiary', 'education', 'in', 'changed', 'the', 'of']",6,1,POSITIVE
this thursday marks the anniversary of the battle of vimy ridge help students understand canadas most celebrated military victory with our video series think like a historian access the free video series and worksheets here  ,"['the', 'anniversary', 'of', 'battle', 'ridge', 'help', 'understand', 'celebrated', 'military', 'victory', 'video', 'series', 'think', 'historian', 'access', 'free']",20,1,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
today were featuring jerzy werbel jerzy attended the university of poland studying education and art where his career as a painter was initiated he now continues his explorations throughout this canadafundamental values40x30x2  2000art artto riversideto ,"['today', 'featuring', 'jerzy', 'the', 'university', 'of', 'poland', 'studying', 'education', 'art', 'career', 'painter', 'continues', 'throughout']",14,1,POSITIVE
mpmarilyngladu so teaching isnt a real job or is it just teaching drama students learning communication skills empathy amp perspectives the soft skills employers want amp need are you aware that artists and athletes perform higher in maths and ela cdnpoli canada education teaching drama httpstcolkz49zhcea,"['real', 'job', 'just', 'drama', 'learning', 'communication', 'empathy', 'the', 'soft', 'need', 'are', 'aware', 'perform', 'higher', 'in', 'maths', 'education']",18,0,POSITIVE
smoysey cmclymer well of course you would say that youre a doctorjki respect the phd its my dream to have free no strings attached daycarephd education in canadanot just for canadians for anyone that wants it,"['well', 'of', 'course', 'say', 'respect', 'the', 'phd', 'dream', 'to', 'have', 'free', 'education', 'in', 'just', 'for']",15,1,POSITIVE
i have a med an education phd is what so many administrators got because they had no expertise enough for a different field the most awesome examples of this in canada are admins who go to noname us colleges to get it ,"['have', 'education', 'phd', 'many', 'expertise', 'enough', 'for', 'different', 'the', 'awesome', 'of', 'in', 'are', 'go', 'to', 'get']",17,0,POSITIVE
this thursday marks the anniversary of the battle of vimy ridge help students understand canadas most celebrated military victory with our video series think like a historian access the free video series and worksheets here  ,"['the', 'anniversary', 'of', 'battle', 'ridge', 'help', 'understand', 'celebrated', 'military', 'victory', 'video', 'series', 'think', 'historian', 'access', 'free']",20,1,POSITIVE
wintercanada thejasonpugh paintermom101 mpmarilyngladu that was mr harper too they are amazingly picky about credentials they ridicule twodegree health minister hajdu even as one of their own health ministers had no postsecondary education,"['are', 'amazingly', 'ridicule', 'health', 'minister', 'one', 'of', 'own', 'education']",8,2,POSITIVE
rbrown3427 cphocanada ha ivan groznyj  thats true it is the good moment for canadians do not become the same thats why i ask resign the incompetent people i believe lots professional canadians are we need a creditable person with medical education not art bachelor only,"['the', 'good', 'moment', 'for', 'do', 'become', 'same', 'ask', 'resign', 'incompetent', 'people', 'believe', 'professional', 'are', 'need', 'creditable', 'person', 'medical', 'education', 'art', 'bachelor', 'only']",20,4,POSITIVE
doing business with the government of canada is a halfday seminar on april 9 it will guide you through the various aspects involved in doing business with the federal government register here presented by osmepacific,"['business', 'the', 'government', 'of', 'seminar', 'april', 'guide', 'through', 'various', 'involved', 'in', 'federal', 'register']",15,2,POSITIVE
when a basic income guarantee was tested in canada in the 1970s teen males decided to quit their jobs and go back to finish school young women made the same decision and as a result more women under 25 chose education instead of motherhood basicincome ,"['basic', 'income', 'guarantee', 'tested', 'in', 'the', 'teen', 'decided', 'to', 'quit', 'go', 'back', 'finish', 'school', 'young', 'same', 'decision', 'result', 'education', 'of', 'motherhood']",23,1,POSITIVE
the alberta government just provided a 1 billion loan and over 4 billion in loan guarantees to tc energy to build the keystone xl pipeline this came just days after the province laid off over 20000 education workers amid claims of being cashstrapped,"['the', 'government', 'just', 'billion', 'loan', 'over', 'in', 'to', 'energy', 'build', 'province', 'off', 'education', 'amid', 'of']",19,3,POSITIVE
sell montana to canada for 1 trillion to eliminate the national debt  sign the petition httpstcoz8nixlnfnw via change,"['sell', 'to', 'for', 'eliminate', 'the', 'national', 'debt', 'sign', 'petition', 'via', 'change']",11,2,POSITIVE
i have a med an education phd is what so many administrators got because they had no expertise enough for a different field the most awesome examples of this in canada are admins who go to noname us colleges to get it httpstcobj8xtkltlr,"['have', 'education', 'phd', 'many', 'expertise', 'enough', 'for', 'different', 'the', 'awesome', 'of', 'in', 'are', 'go', 'to', 'get']",17,0,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
education will do more to help change behavior amp build community spirit than a blitz of 700 fines when people are broke amp unemployed city of ottawa accused of going too far with ticketing blitz to enforce physical distancing rules via globeandmail httpstcocidz8jeeqd,"['education', 'do', 'to', 'help', 'change', 'behavior', 'build', 'community', 'spirit', 'of', 'people', 'are', 'broke', 'unemployed', 'city', 'accused', 'going', 'far', 'enforce', 'physical', 'via']",18,6,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
quebec newshttpstcovufwvskxno,[],0,0,NEUTRAL
mengwanzhoucfo what are same and not same canada china russia defence intelligent office  russia china secretly and inflation power but canada intelligent dpt are higher laws so why china must come usa canada study for education and tech economical and laws,"['are', 'same', 'china', 'defence', 'intelligent', 'office', 'secretly', 'inflation', 'power', 'higher', 'come', 'study', 'for', 'education', 'tech', 'economical']",16,5,POSITIVE
the alberta government just provided a 1 billion loan and over 4 billion in loan guarantees to tc energy to build the keystone xl pipeline this came just days after the province laid off over 20000 education workers amid claims of being cashstrapped,"['the', 'government', 'just', 'billion', 'loan', 'over', 'in', 'to', 'energy', 'build', 'province', 'off', 'education', 'amid', 'of']",19,3,POSITIVE
canuck7 briebriejoy senseofoutrage ezraklein scottheins ewarren the things from bernies platform that i like that canada doesnt already have would start with student loan forgiveness amp subsidizing post secondary education like they already do in many countries,"['the', 'platform', 'already', 'have', 'start', 'student', 'loan', 'forgiveness', 'post', 'secondary', 'education', 'do', 'in', 'many']",14,1,POSITIVE
government of canadas covid19 economic response plan scores highly with ontario tech university  httpstcoialajuvdjt ontario general,"['government', 'of', 'economic', 'response', 'plan', 'highly', 'tech', 'university', 'general']",9,0,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
propynylidyne gt pubmed identifier gt in absentia health care gt health education gt performing arts education gt education in canada gt education in alberta gt science education gt education in myanmar gt list of ethnic groups in myanmar gt ethnic group gt environmental archaeology gt oclc,"['in', 'health', 'care', 'education', 'science', 'list', 'of', 'group', 'environmental', 'archaeology']",19,1,POSITIVE
post doctoral position in the field of biomedical engineering and optical engineering the university of waterloo at waterloo education in engineering is a cornerstone serving as one of the top 50 engineering schools worldwide within canada the httpstcoxsujxgaadb,"['post', 'doctoral', 'position', 'in', 'the', 'of', 'biomedical', 'engineering', 'university', 'education', 'cornerstone', 'one', 'top', 'worldwide', 'within']",23,1,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
questions about sexuality during the covid19 pandemic trojan and the sex information and education council of canada sieccan have created a general info sheet to answer some of the most common questions ,"['sexuality', 'the', 'pandemic', 'trojan', 'sex', 'information', 'education', 'council', 'of', 'have', 'general', 'info', 'sheet', 'to', 'answer', 'common']",16,3,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
what you need to know about sex amp covid19 rt westernsmartlab a useful covid19 fact sheet for those of you who wish to remain sexual active during the pandemic has been assembled by the sex information and education council of canada check it out ,"['need', 'to', 'know', 'sex', 'useful', 'fact', 'sheet', 'for', 'those', 'of', 'wish', 'remain', 'sexual', 'active', 'the', 'pandemic', 'information', 'education', 'council', 'check', 'out']",22,3,POSITIVE
mengwanzhoucfo which are mean they are defence they are writing and secure plc but they still lower crotia and russia surly 100  simples you ceo corp 100 bil compare corp 100 bil usa canada are lowers same position same ceo finanacial dpt how can lowers person ceo education can pass,"['are', 'mean', 'defence', 'writing', 'secure', 'still', 'lower', 'surly', 'ceo', 'corp', 'compare', 'same', 'position', 'person', 'education', 'pass']",18,5,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
this thursday marks the anniversary of the battle of vimy ridge help students understand canadas most celebrated military victory with our video series think like a historian access the free video series and worksheets here  ,"['the', 'anniversary', 'of', 'battle', 'ridge', 'help', 'understand', 'celebrated', 'military', 'victory', 'video', 'series', 'think', 'historian', 'access', 'free']",20,1,POSITIVE
at engage education our top priority remains the wellbeing and welfare of our candidates our consultants are on hand to answer any of your questions contact us on 855 636 4243 or enquiriesengageeducationcomcanada canadianteachers canadianteacher education canedchat httpstcoltqhrmnz00,"['engage', 'education', 'top', 'priority', 'remains', 'the', 'wellbeing', 'welfare', 'of', 'are', 'hand', 'to', 'answer', 'contact']",15,1,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
what you need to know about sex amp covid19 rt westernsmartlab a useful covid19 fact sheet for those of you who wish to remain sexual active during the pandemic has been assembled by the sex information and education council of canada check it out httpstcofqvx1ivgrj,"['need', 'to', 'know', 'sex', 'useful', 'fact', 'sheet', 'for', 'those', 'of', 'wish', 'remain', 'sexual', 'active', 'the', 'pandemic', 'information', 'education', 'council', 'check', 'out']",22,3,POSITIVE
mengwanzhoucfo so you can stay at homes and work online money tranfers online products can make quotation online here not only problems from you but also next education china come to canada study and visa and passport canada donate money for defence canada they ask you here are your duty,"['stay', 'work', 'online', 'money', 'make', 'quotation', 'only', 'next', 'education', 'china', 'come', 'to', 'study', 'visa', 'passport', 'donate', 'for', 'defence', 'ask', 'are', 'duty']",19,5,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
the alberta government just provided a 1 billion loan and over 4 billion in loan guarantees to tc energy to build the keystone xl pipeline this came just days after the province laid off over 20000 education workers amid claims of being cashstrapped,"['the', 'government', 'just', 'billion', 'loan', 'over', 'in', 'to', 'energy', 'build', 'province', 'off', 'education', 'amid', 'of']",19,3,POSITIVE
mengwanzhoucfo any organisation any where are charicty of publical govtor you can buy mask inside canada any company which make mask i knowed taiwain which make mask 60 lines max capacity iso newest machines here are you donate for canada next china canada coperation education visa,"['organisation', 'are', 'of', 'buy', 'mask', 'inside', 'company', 'make', 'max', 'capacity', 'newest', 'donate', 'for', 'next', 'china', 'coperation', 'education', 'visa']",19,3,POSITIVE
this thursday marks the anniversary of the battle of vimy ridge help students understand canadas most celebrated military victory with our video series think like a historian access the free video series and worksheets here  ,"['the', 'anniversary', 'of', 'battle', 'ridge', 'help', 'understand', 'celebrated', 'military', 'victory', 'video', 'series', 'think', 'historian', 'access', 'free']",20,1,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
funny how justine can tell us hes listening to the experts in his cabinet which many have no exp or education to the subject of their roles but canadas experts with experience from military give him advise he has to ignore it is it plain enough to see httpstcorwnlpvbrca,"['funny', 'tell', 'to', 'the', 'in', 'many', 'have', 'education', 'subject', 'of', 'experience', 'military', 'give', 'advise', 'ignore', 'plain', 'enough', 'see']",21,1,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
this thursday marks the anniversary of the battle of vimy ridge help students understand canadas most celebrated military victory with our video series think like a historian access the free video series and worksheets here  ,"['the', 'anniversary', 'of', 'battle', 'ridge', 'help', 'understand', 'celebrated', 'military', 'victory', 'video', 'series', 'think', 'historian', 'access', 'free']",20,1,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
universal basic income is the only way canada will get though this millions of people have lost careers those jobs are not coming back not for years and free education to pursue new paths,"['universal', 'basic', 'income', 'the', 'only', 'way', 'get', 'of', 'people', 'have', 'lost', 'those', 'are', 'coming', 'back', 'for', 'free', 'education', 'to', 'pursue', 'new']",19,2,POSITIVE
this thursday marks the anniversary of the battle of vimy ridge help students understand canadas most celebrated military victory with our video series think like a historian access the free video series and worksheets here  ,"['the', 'anniversary', 'of', 'battle', 'ridge', 'help', 'understand', 'celebrated', 'military', 'victory', 'video', 'series', 'think', 'historian', 'access', 'free']",20,1,POSITIVE
we schools  home virtual program launched to support student learning across canada  httpstcorw11hmn3dm education,"['home', 'program', 'to', 'support', 'student', 'learning', 'education']",7,0,POSITIVE
this thursday marks the anniversary of the battle of vimy ridge help students understand canadas most celebrated military victory with our video series think like a historian access the free video series and worksheets here  ,"['the', 'anniversary', 'of', 'battle', 'ridge', 'help', 'understand', 'celebrated', 'military', 'victory', 'video', 'series', 'think', 'historian', 'access', 'free']",20,1,POSITIVE
so grateful that in 1958 my dad who had option of coming to canada or the us chose canada every day i am truly more grateful healthcare guncontrol education equality its not perfect by any means but thankgodforcanada as an atheist ill say im grateful for canadians,"['grateful', 'in', 'dad', 'option', 'of', 'coming', 'to', 'the', 'every', 'day', 'truly', 'healthcare', 'education', 'equality', 'perfect', 'means', 'atheist', 'ill', 'say', 'for']",18,4,POSITIVE
steveasbell my 6yo gifted  multiple diagnoses needed 23 trained teachers ampor assistants at a time and i still often gave everybody break days i burn out after about 2030 minutes our minister of education province of ontario canada is nuts if he thinks i can can do this solo,"['multiple', 'trained', 'time', 'still', 'often', 'everybody', 'break', 'burn', 'out', 'minister', 'of', 'education', 'province', 'do', 'solo']",12,4,POSITIVE
top 10 sites to learn excel for free sites for free online education sites for your career sites to review your resume for free indemand jobs in canada in 2019 certificates in canada in 2019 sites for interview preparation tech skills in demand in 2019thread,"['top', 'to', 'learn', 'excel', 'for', 'free', 'online', 'education', 'career', 'review', 'resume', 'in', 'interview', 'preparation', 'tech', 'demand']",28,0,POSITIVE
